 ,Area1,Mean1,Min1,Max1,Area2,Mean2,Min2,Max2,Area3,Mean3,Min3,Max3
238,1.585,640.269,466,970,1.585,4466.481,4321,4714,1.585,193.288,168,223
239,1.585,667.462,486,1034,1.585,4618.500,4387,4777,1.585,196.981,171,228
240,1.585,665.096,450,984,1.585,4584.539,4367,4792,1.585,190.981,164,235
241,1.585,655.865,463,1008,1.585,4538.442,4384,4722,1.585,192.827,165,240
242,1.585,657.077,467,1042,1.585,4494.500,4255,4722,1.585,192.058,169,232
243,1.585,654.885,420,1040,1.585,4498.192,4303,4660,1.585,189.231,164,219
244,1.585,669.173,471,999,1.585,4542.808,4345,4796,1.585,192.846,163,228
245,1.585,656.385,448,998,1.585,4475.211,4298,4688,1.585,193.404,160,235
246,1.585,649.423,468,956,1.585,4444.096,4205,4759,1.585,194.288,164,232
247,1.585,665.865,448,999,1.585,4505.904,4294,4751,1.585,190.788,170,237
248,1.585,684.577,465,1042,1.585,4620.654,4418,4826,1.585,194.577,165,228
249,1.585,669.788,481,1065,1.585,4549.942,4373,4766,1.585,194.673,166,258
250,1.585,664.769,484,1000,1.585,4473.250,4275,4651,1.585,189.019,170,229
251,1.585,651.923,481,987,1.585,4435.961,4198,4732,1.585,193.269,163,254
252,1.585,670.212,485,1011,1.585,4498.558,4321,4732,1.585,190.827,166,240
253,1.585,666.365,488,995,1.585,4519.211,4312,4715,1.585,195.750,162,262
254,1.585,667.923,479,986,1.585,4506.077,4289,4701,1.585,196.000,165,232
255,1.585,678.346,500,1025,1.585,4511.789,4303,4741,1.585,192.250,156,246
256,1.585,666.962,470,973,1.585,4447.596,4324,4706,1.585,187.827,169,215
257,1.585,679.923,477,1018,1.585,4531.289,4311,4730,1.585,193.712,162,245
258,1.585,670.500,470,1005,1.585,4469.250,4269,4652,1.585,191.904,165,217
259,1.585,666.654,473,1035,1.585,4411.789,4224,4564,1.585,192.942,155,237
260,1.585,666.827,477,1003,1.585,4404.654,4214,4547,1.585,191.288,168,229
261,1.585,666.327,464,1009,1.585,4456.827,4199,4660,1.585,188.865,165,232
262,1.585,669.885,485,1007,1.585,4399.019,4108,4599,1.585,189.615,163,243
263,1.585,658.519,493,1018,1.585,4399.385,4225,4593,1.585,190.962,168,227
264,1.585,658.577,478,1094,1.585,4385.385,4244,4571,1.585,189.135,156,220
265,1.585,675.173,497,961,1.585,4471.519,4314,4689,1.585,188.115,155,220
266,1.585,669.250,475,1006,1.585,4400.692,4220,4599,1.585,187.769,164,219
